pnu,floor,year_approval,area_exclusive,price
11620102001,2,2008,67.81,288000000.0
11620102001,2,2016,19.11,190000000.0
11620102001,2,2016,22.11,195000000.0
11620102001,2,2016,29.84,230000000.0
11620102001,2,2016,20.96,195000000.0
11620102001,2,2016,22.11,195000000.0
11620102001,2,1996,82.96,230000000.0
11620102001,2,2001,61.71,227000000.0
11620102001,2,2008,76.01,257000000.0
11620102001,2,1994,39.9,115000000.0
11620102001,2,1994,64.62,223000000.0
11620102001,2,2016,34.37,180000000.0
11620102001,2,1991,46.11,130000000.0
11620102001,2,1994,60.78,170000000.0
11620102001,2,1989,47.62,168000000.0
11620102001,2,1977,55.21,179000000.0
11620102001,2,2003,49.68,200000000.0
11620102001,2,1993,41.94,169000000.0
11620102001,2,1986,37.74,147000000.0
11620102001,2,2016,49.78,290000000.0
11620102001,2,2016,50.72,290000000.0
11620102001,2,2001,49.05,160000000.0
11620102001,2,2001,49.05,160000000.0
11620102001,2,2016,24.56,237000000.0
11620102001,2,2013,36.85,180000000.0
11620103001,2,1986,38.83,205000000.0
11620103001,2,2016,52.48,380000000.0
11620103001,2,2016,48.29,374000000.0
11620103001,2,2016,29.63,263000000.0
11620103001,2,1986,30.82,150000000.0
11620103001,2,2008,69.87,350000000.0
11620103001,2,1997,82.29,315000000.0
11650101001,2,1988,37.08,599000000.0
11650101001,2,2016,23.14,240000000.0
11650101001,2,2016,29.99,340000000.0
11650101001,2,2016,23.92,250000000.0
11650101001,2,2009,62.1,429500000.0
11650101001,2,2001,82.04,645000000.0
11650101001,2,1986,49.62,530000000.0
11650101001,2,2007,84.96,557000000.0
11650101001,2,1994,94.17,795000000.0
11650101001,2,1991,50.79,486000000.0
11650101001,2,2003,90.68,735000000.0
11650101001,2,1989,41.76,460000000.0
11650101001,2,2003,58.32,430000000.0
11650101001,2,1990,31.81,330000000.0
11650101001,2,1986,35.06,350000000.0
11650101001,2,1986,76.41,490000000.0
11650101001,2,1999,173.92,1035000000.0
11650101001,2,2002,37.4,400000000.0
11650101001,2,2016,73.11,640000000.0
11650101001,2,1986,78.93,480000000.0
11650101001,2,2002,62.52,397000000.0
11650101001,2,2009,75.94,505000000.0
11650101001,2,2016,37.29,377000000.0
11650101001,2,1987,73.23,630000000.0
11650101001,2,1987,73.23,630000000.0
11650101001,2,1987,71.1,600000000.0
11650101001,2,2014,31.45,280000000.0
11650101001,2,2015,45.07,334000000.0
11650101001,2,1990,115.38,1390000000.0
11650101001,2,1985,180.02,1520000000.0
11650101001,2,1993,93.26,589000000.0
11650102001,2,2006,45.61,350000000.0
11650102001,2,2016,31.85,350000000.0
11650102001,2,2001,66.02,404500000.0
11650102001,2,2000,80.79,415000000.0
11650102001,2,2015,64.3,440000000.0
11650102001,2,2016,36.25,269000000.0
11650102001,2,2016,40.48,296000000.0
11650102001,2,2016,38.64,281000000.0
11650102001,2,1988,46.88,345000000.0
11650102001,2,2016,32.99,360000000.0
11650102001,2,1989,67.81,350000000.0
11650102001,2,2016,35.86,360000000.0
11650102001,2,2016,29.33,281000000.0
11650102001,2,1997,71.37,430000000.0
11650107001,2,1992,196.05,1220000000.0
11650107001,2,2011,24.25,180000000.0
11650107001,2,1996,43.92,300000000.0
11650107001,2,2007,60.54,360000000.0
11650108001,2,1995,47.04,465000000.0
11650108001,2,1981,60.29,390000000.0
11650108001,2,1987,48.76,499000000.0
11650108001,2,1992,147.17,785000000.0
11650108001,2,2016,28.25,383000000.0
11650108001,2,1995,66.72,379500000.0
11680101001,2,2003,65.37,450000000.0
11680101001,2,2003,80.91,512000000.0
11680101001,2,2015,50.52,457000000.0
11680101001,2,2002,28.75,180000000.0
11680103001,2,2015,39.34,289500000.0
11680103001,2,2015,58.92,408000000.0
11680103001,2,2015,64.78,458000000.0
11680103001,2,1993,35.3,200000000.0
11680103001,2,1993,27.04,150000000.0
11680103001,2,1993,44.98,250000000.0
11680103001,2,1990,43.92,308000000.0
11680103001,2,2002,65.85,400000000.0
11680104001,2,2013,61.88,470000000.0
11680104001,2,2011,29.29,275500000.0
11680104001,2,2011,20.16,190000000.0
11680104001,2,2011,29.29,275500000.0
11680104001,2,2011,29.4,276500000.0
11680105001,2,1993,159.52,765000000.0
11680105001,2,2002,27.95,370000000.0
11680105001,2,1988,83.1,1000000000.0
11680105001,2,1997,46.87,408000000.0
11680105001,2,1997,46.87,389000000.0
11680105001,2,2001,22.44,220000000.0
11680105001,2,2001,24.69,220000000.0
11680105001,2,2001,22.44,220000000.0
11680105001,2,2001,24.69,220000000.0
11680106001,2,1987,73.26,540000000.0
11680106001,2,1987,95.92,760000000.0
11680107001,2,1997,35.85,504000000.0
11680107001,2,1997,41.55,567000000.0
11680107001,2,1997,54.96,752000000.0
11680107001,2,1997,24.96,386000000.0
11680107001,2,1993,20.85,132000000.0
11680108001,2,1992,144.99,1250000000.0
11680108001,2,2002,145.52,1010000000.0
11680108001,2,1990,191.16,1500000000.0
11680108001,2,1990,221.79,1450000000.0
11680108001,2,1989,45.75,318000000.0
11680108001,2,2012,19.11,175000000.0
11680114001,2,1993,59.75,750000000.0
11680114001,2,1993,59.75,755000000.0
11680118001,2,1992,157.4,880000000.0
11680118001,2,1988,46.44,300000000.0
11710101001,2,2002,71.46,430000000.0
11710101001,2,1989,54.39,330000000.0
11710101001,2,2001,22.32,130000000.0
11710101001,2,2001,26.25,140000000.0
11710101001,2,2001,26.25,140000000.0
11710101001,2,2001,51.16,150000000.0
11710101001,2,2003,22.08,133000000.0
11710101001,2,2003,63.01,233000000.0
11710101001,2,2003,34.8,210000000.0
11710103001,2,2016,41.75,315000000.0
11710104001,2,2003,56.25,310000000.0
11710104001,2,1986,54.72,320000000.0
11710104001,2,2002,58.86,310000000.0
11710104001,2,2002,20.58,130000000.0
11710104001,2,1986,31.56,160000000.0
11710105001,2,2002,21.92,112500000.0
11710105001,2,2002,37.07,191000000.0
11710105001,2,2002,47.6,245500000.0
11710105001,2,2003,24.24,137000000.0
11710105001,2,1987,41.37,195000000.0
11710105001,2,2010,52.77,335000000.0
11710106001,2,2010,38.41,269000000.0
11710106001,2,2010,25.16,177000000.0
11710106001,2,2010,23.6,164000000.0
11710106001,2,2010,29.12,205000000.0
11710106001,2,2009,52.11,324000000.0
11710106001,2,2009,52.1,324000000.0
11710106001,2,2003,46.08,260000000.0
11710106001,2,2010,46.33,280000000.0
11710106001,2,2007,55.08,330000000.0
11710106001,2,2004,65.26,358000000.0
11710106001,2,2002,62.16,312000000.0
11710106001,2,1991,49.04,279000000.0
11710107001,2,1989,81.44,545000000.0
11710107001,2,1989,81.44,545000000.0
11710107001,2,1989,81.44,535000000.0
11710107001,2,1989,81.44,575000000.0
11710107001,2,2014,29.95,265000000.0
11710107001,2,2014,44.48,265000000.0
11710107001,2,1994,43.92,200000000.0
11710107001,2,2012,59.56,325000000.0
11710107001,2,2006,59.24,310000000.0
11710107001,2,2003,61.22,280000000.0
11710108001,2,1989,54.81,314000000.0
11710108001,2,2004,47.76,266000000.0
11710108001,2,2004,47.01,261000000.0
11710108001,2,2015,46.4,372000000.0
11710108001,2,2015,53.32,390000000.0
11710108001,2,2007,41.34,235000000.0
11710108001,2,1990,49.8,270000000.0
11710108001,2,1990,62.45,311000000.0
11710108001,2,1990,64.44,360000000.0
11710108001,2,1992,46.26,342000000.0
11710108001,2,1990,60.66,510000000.0
11710111001,2,1994,59.28,235000000.0
11710111001,2,2005,54.96,310000000.0
11710111001,2,2005,82.0,330000000.0
11710111001,2,2015,43.5,265000000.0
11710111001,2,1990,84.9,550000000.0
11710111001,2,2016,29.89,269000000.0
11710112001,2,1996,51.95,270000000.0
11710112001,2,2015,38.81,332000000.0
11710112001,2,2016,39.45,303000000.0
11710112001,2,1988,41.09,206000000.0
11710112001,2,1990,48.15,249000000.0
11710112001,2,1991,60.45,280000000.0
11710113001,2,1989,55.99,250000000.0
11710113001,2,1988,52.2,233000000.0
11710113001,2,2010,24.72,125000000.0
11710113001,2,2010,24.38,125000000.0
11710113001,2,1992,66.24,359500000.0
11710113001,2,1996,47.7,270000000.0
11710113001,2,2006,33.12,225000000.0
11710114001,2,2016,51.55,265000000.0
11710114001,2,2016,45.73,239500000.0
11710114001,2,2016,59.85,298000000.0
11710114001,2,2016,53.82,273500000.0
11710114001,2,2001,40.59,165000000.0
11710114001,2,2000,78.86,330000000.0
11740101001,2,2016,48.91,350000000.0
11740102001,2,1986,44.37,260000000.0
11740103001,2,1986,77.34,527000000.0
11740103001,2,1986,77.34,508000000.0
11740103001,2,1986,103.18,450000000.0
11740105001,2,2013,25.75,175000000.0
11740105001,2,2002,76.05,300000000.0
11740105001,2,1978,62.08,550000000.0
11740106001,2,1985,138.2,790000000.0
11740106001,2,1988,36.94,180000000.0
11740107001,2,1992,76.69,325000000.0
11740107001,2,2016,29.51,220000000.0
11740107001,2,2016,51.93,272500000.0
11740107001,2,2016,45.1,244000000.0
11740107001,2,2016,45.39,245500000.0
11740107001,2,2008,53.22,215000000.0
11740107001,2,2016,52.8,320000000.0
11740107001,2,2016,52.6,316000000.0
11740107001,2,2013,29.27,200000000.0
11740108001,2,2002,54.03,250000000.0
11740108001,2,1987,99.12,400000000.0
11740108001,2,1994,60.86,220000000.0
11740108001,2,2015,28.82,187000000.0
11740108001,2,2015,28.63,187000000.0
11740108001,2,2002,62.16,267000000.0
11740109001,2,2015,46.29,320000000.0
11740109001,2,2015,43.35,320000000.0
11740109001,2,2016,48.24,270000000.0
11740109001,2,2016,49.04,250000000.0
11740109001,2,2005,47.65,238500000.0
11740109001,2,2007,40.5,180000000.0
11740109001,2,2016,35.75,200000000.0
11740109001,2,2016,45.23,247000000.0
11740109001,2,2016,49.62,269500000.0
11740109001,2,2016,16.33,150000000.0
11740109001,2,1991,38.78,140000000.0
11740109001,2,1980,74.11,300000000.0
11740109001,2,2006,76.66,260000000.0
11740109001,2,2016,36.99,262000000.0
11740109001,2,2016,41.32,229500000.0
11740109001,2,2016,46.23,251000000.0
11740109001,2,2016,40.2,222500000.0
11740109001,2,2001,71.33,248000000.0
11740109001,2,2016,44.04,295000000.0
11740109001,2,2015,41.91,253000000.0
11110109001,3,2001,59.26,330000000.0
11110109001,3,2002,59.74,355000000.0
11110149001,3,1997,80.98,530000000.0
11110168001,3,2000,25.34,76000000.0
11110169001,3,1994,48.96,255000000.0
11110169001,3,2016,59.19,480000000.0
11110169001,3,1994,54.06,250000000.0
11110174001,3,1991,61.34,217000000.0
11110183001,3,1989,49.57,267500000.0
11110183001,3,2001,119.94,480000000.0
11110183001,3,1993,193.54,730000000.0
11110184001,3,2010,75.95,345000000.0
11110186001,3,1991,66.6,290000000.0
11110186001,3,1989,49.32,240000000.0
11140144001,3,2000,59.62,260000000.0
11140144001,3,2000,55.94,250000000.0
11140162001,3,1998,57.23,326000000.0
11140162001,3,2005,56.42,275000000.0
11140162001,3,1984,78.93,260000000.0
11140162001,3,2013,99.64,720000000.0
11140162001,3,2001,53.62,189500000.0
11140162001,3,1998,50.28,228000000.0
11140171001,3,2007,57.12,338000000.0
11140173001,3,2008,44.81,325000000.0
11170101001,3,2010,60.28,380000000.0
11170101001,3,2001,70.27,550000000.0
11170101001,3,2008,60.91,345000000.0
11170101001,3,1996,41.68,246000000.0
11170102001,3,1999,59.84,260000000.0
11170102001,3,2008,63.4,460000000.0
11170109001,3,2008,50.34,235000000.0
11170110001,3,1995,68.23,360000000.0
11170112001,3,2007,54.6,322000000.0
11170112001,3,1998,58.58,360000000.0
11170119001,3,2003,91.2,499000000.0
11170119001,3,2006,69.65,350000000.0
11170119001,3,2007,54.1,325000000.0
11170119001,3,2007,38.88,230000000.0
11170119001,3,2016,59.6,375000000.0
11170121001,3,2009,58.24,400000000.0
11170121001,3,1997,129.75,450000000.0
11170128001,3,2007,40.44,790000000.0
11170130001,3,2006,75.2,340000000.0
11170131001,3,2013,167.17,2500000000.0
11170131001,3,2010,55.33,647000000.0
11170132001,3,2000,128.31,1090000000.0
11170136001,3,1996,29.78,495000000.0
11200105001,3,2014,28.2,235000000.0
11200105001,3,2014,28.2,230000000.0
11200108001,3,2003,104.12,560000000.0
11200108001,3,1996,54.27,320000000.0
11200109001,3,2009,42.77,194000000.0
11200112001,3,2001,59.53,325000000.0
11200114001,3,2006,19.06,350000000.0
11200114001,3,1997,44.98,475000000.0
11200115001,3,2004,53.69,419000000.0
11200118001,3,1987,45.75,190000000.0
11215101001,3,2016,46.57,320000000.0
11215101001,3,2002,49.7,180000000.0
11215101001,3,2016,29.67,200000000.0
11215101001,3,2016,48.89,300000000.0
11215101001,3,2012,47.55,297000000.0
11215101001,3,2007,60.78,250000000.0
11215101001,3,2016,49.15,352000000.0
11215101001,3,2002,44.27,220000000.0
11215101001,3,2016,43.77,345000000.0
11215101001,3,2003,52.65,250000000.0
11215101001,3,2016,44.12,325000000.0
11215101001,3,2003,60.84,210000000.0
11215101001,3,2001,46.02,170000000.0
11215101001,3,1991,77.35,337000000.0
11215101001,3,2002,42.98,179000000.0
11215101001,3,2008,66.18,296000000.0
11215101001,3,2007,37.68,170000000.0
11215102001,3,2016,57.89,450000000.0
11215102001,3,2009,73.86,390000000.0
11215102001,3,2016,52.49,370000000.0
11215103001,3,2011,66.87,320000000.0
11215103001,3,2010,64.24,310000000.0
11215103001,3,2010,64.24,295000000.0
11215103001,3,2010,59.85,240000000.0
11215103001,3,2016,51.78,375000000.0
11215103001,3,2016,51.78,375000000.0
11215103001,3,1992,46.68,198000000.0
11215103001,3,1997,141.56,900000000.0
11215103001,3,2016,80.47,465000000.0
11215103001,3,2002,63.19,236500000.0
11215103001,3,2002,60.48,275000000.0
11215104001,3,2003,55.68,267000000.0
11215104001,3,2003,55.68,267000000.0
11215104001,3,2015,43.79,345000000.0
11215105001,3,2007,17.65,146000000.0
11215105001,3,1995,84.96,300000000.0
11215105001,3,2016,41.2,250000000.0
11215105001,3,2016,41.2,250000000.0
11215105001,3,2008,37.4,240000000.0
11215105001,3,2016,40.46,230000000.0
11215105001,3,2016,40.46,230000000.0
11215105001,3,2016,27.99,168000000.0
11215105001,3,2016,28.49,172000000.0
11215105001,3,2016,38.81,222000000.0
11215105001,3,2016,44.21,247000000.0
11215105001,3,2016,29.7,180000000.0
11215105001,3,2016,31.31,190000000.0
11215105001,3,2010,33.66,195000000.0
11215105001,3,2016,46.23,274500000.0
11215105001,3,2016,33.8,207000000.0
11215105001,3,2016,34.98,212000000.0
11215105001,3,2016,36.74,223000000.0
11215105001,3,2016,51.12,355000000.0
11215105001,3,2016,29.34,264000000.0
11215105001,3,2004,69.06,392000000.0
11215105001,3,2003,35.17,275000000.0
11215105001,3,1983,83.31,395000000.0
11215105001,3,1997,59.93,230000000.0
11215105001,3,1997,45.14,180000000.0
11215105001,3,1997,59.93,230000000.0
11215105001,3,1997,45.14,175000000.0
11215105001,3,1997,88.25,365000000.0
11215105001,3,1997,68.73,305000000.0
11215105001,3,1994,61.41,297000000.0
11215105001,3,2016,22.05,161000000.0
11215105001,3,2016,47.74,350000000.0
11215105001,3,2007,23.17,120000000.0
11230102001,3,2008,83.14,337000000.0
11230103001,3,2004,138.84,477020000.0
11230104001,3,1995,51.3,200000000.0
11230104001,3,2002,70.74,298000000.0
11230104001,3,2008,40.23,202000000.0
11230104001,3,1981,56.21,300000000.0
11230105001,3,2016,44.73,318000000.0
11230106001,3,2016,59.97,295000000.0
11230106001,3,2003,45.81,191000000.0
11230106001,3,2016,49.9,282000000.0
11230106001,3,1982,66.12,310000000.0
11230107001,3,2016,48.04,245000000.0
11230107001,3,2016,42.64,235000000.0
11230109001,3,1985,78.72,320000000.0
11230109001,3,1997,57.24,200000000.0
11230109001,3,2003,87.8,335000000.0
11230110001,3,1992,67.22,200000000.0
11230110001,3,2002,68.82,274000000.0
11260101001,3,1996,46.58,178000000.0
11260101001,3,2012,40.92,225000000.0
11260101001,3,2008,56.08,250000000.0
11260101001,3,2008,26.59,73000000.0
11260101001,3,2016,41.99,237000000.0
11260101001,3,2003,65.44,240000000.0
11260101001,3,2016,56.36,240000000.0
11260101001,3,2016,56.46,240000000.0
11260101001,3,2003,47.22,199000000.0
11260101001,3,2003,140.31,496000000.0
11260102001,3,2003,38.33,160000000.0
11260102001,3,2014,33.27,168000000.0
11260102001,3,2016,32.28,155000000.0
11260102001,3,2015,59.49,252000000.0
11260103001,3,1991,36.54,135000000.0
11260103001,3,2016,44.82,265000000.0
11260103001,3,1983,105.9,395000000.0
11260103001,3,1983,105.9,395000000.0
11260103001,3,1983,105.9,395000000.0
11260103001,3,1983,105.9,535000000.0
11260103001,3,1983,105.9,395000000.0
11260103001,3,1983,105.9,395000000.0
11260103001,3,2016,47.26,243000000.0
11260104001,3,2001,53.82,195000000.0
11260104001,3,1992,50.13,180000000.0
11260104001,3,2010,59.67,243000000.0
11260104001,3,2016,27.96,198000000.0
11260104001,3,1998,60.45,195000000.0
11260104001,3,2016,36.65,219000000.0
11260104001,3,2016,52.94,244500000.0
11260104001,3,2016,54.8,250500000.0
11260105001,3,1983,75.53,240000000.0
11260105001,3,2016,50.2,265000000.0
11260105001,3,2015,50.45,220000000.0
11260105001,3,2016,30.79,180000000.0
11260105001,3,2011,52.73,233000000.0
11260106001,3,2016,53.88,278500000.0
11260106001,3,1990,55.43,176000000.0
11290101001,3,2016,53.65,310000000.0
11290101001,3,2016,56.48,310000000.0
11290101001,3,2003,74.19,270000000.0
11290102001,3,2003,59.01,275000000.0
11290103001,3,2016,47.76,235000000.0
11290111001,3,1988,40.5,168500000.0
11290120001,3,2009,70.46,230000000.0
11290125001,3,1992,60.51,220000000.0
11290127001,3,2016,49.73,310000000.0
11290127001,3,2016,49.73,313000000.0
11290133001,3,2003,70.96,237000000.0
11290133001,3,1995,51.03,150000000.0
11290133001,3,2016,44.72,212000000.0
11290133001,3,1997,121.55,400000000.0
11290133001,3,1993,58.76,171000000.0
11290133001,3,1995,54.85,160000000.0
11290133001,3,2012,63.48,270000000.0
11290133001,3,2015,31.07,184000000.0
11290133001,3,2003,61.47,170000000.0
11290133001,3,2000,152.56,345000000.0
11290133001,3,1995,53.68,160000000.0
11290134001,3,2012,41.97,162000000.0
11290136001,3,2012,46.84,234000000.0
11290138001,3,1996,60.52,305000000.0
11290138001,3,2000,65.07,216000000.0
11290138001,3,2004,54.99,190000000.0
11290138001,3,2016,44.12,215000000.0
11290138001,3,1993,53.52,150000000.0
11290138001,3,2015,45.28,257000000.0
11290138001,3,1995,42.57,125000000.0
11290138001,3,1995,44.46,124000000.0
11290138001,3,2015,45.64,264000000.0
11290138001,3,2003,49.1,185000000.0
11290138001,3,1993,32.29,125000000.0
11290138001,3,1995,62.46,238000000.0
11290139001,3,2015,52.45,250000000.0
11290139001,3,2015,59.04,267000000.0
11290139001,3,2003,73.65,265000000.0
11290139001,3,2003,66.0,245000000.0
11290139001,3,1996,28.68,85000000.0
11290139001,3,2015,29.61,192000000.0
11305101001,3,2011,49.58,205000000.0
11305101001,3,1993,42.01,166000000.0
11305101001,3,1993,43.94,150000000.0
11305101001,3,2008,51.26,229000000.0
11305101001,3,2010,30.74,129000000.0
11305101001,3,1995,39.39,138000000.0
11305101001,3,1987,64.8,223000000.0
11305101001,3,2016,24.46,180000000.0
11305101001,3,2007,59.76,240000000.0
11305101001,3,2008,57.51,200000000.0
11305101001,3,2001,55.23,299000000.0
11305101001,3,1996,57.86,175000000.0
11305101001,3,2015,51.81,247000000.0
11305101001,3,2011,27.66,140000000.0
11305101001,3,2016,28.87,160000000.0
11305101001,3,2001,35.85,170000000.0
11305102001,3,1991,47.88,130000000.0
11305102001,3,2013,41.43,155000000.0
11305103001,3,2009,60.06,220000000.0
11305103001,3,2008,72.27,227000000.0
11305103001,3,2016,26.79,132000000.0
11305103001,3,1982,89.49,267000000.0
11305103001,3,2009,71.01,200000000.0
11305103001,3,1994,32.22,80000000.0
11305103001,3,2008,40.35,120000000.0
11305103001,3,2016,54.08,277000000.0
11305103001,3,2008,42.63,155000000.0
11305103001,3,1992,44.1,108000000.0
11305103001,3,1989,30.69,87000000.0
11305103001,3,1986,84.24,200000000.0
11305103001,3,2008,61.8,180000000.0
11305103001,3,1991,45.27,95000000.0
11305103001,3,1986,111.11,250000000.0
11305103001,3,1990,30.03,65000000.0
11305103001,3,1990,26.02,93000000.0
11305103001,3,1990,24.06,60000000.0
11305103001,3,1990,29.53,80000000.0
11305103001,3,1994,51.82,145000000.0
11305103001,3,1984,62.4,167000000.0
11305103001,3,1986,141.07,287500000.0
11305103001,3,1991,36.09,88000000.0
11305103001,3,2002,40.2,118000000.0
11305103001,3,2008,65.01,213000000.0
11305104001,3,2002,49.18,140000000.0
11305104001,3,2003,60.87,180000000.0
11305104001,3,1996,59.49,162000000.0
11320105001,3,2011,50.59,199000000.0
11320105001,3,2008,82.89,230000000.0
11320105001,3,2007,57.25,191000000.0
11320105001,3,1995,36.69,103000000.0
11320105001,3,2001,40.86,135000000.0
11320105001,3,1991,29.64,89000000.0
11320105001,3,2015,29.62,135000000.0
11320105001,3,1984,57.27,165000000.0
11320105001,3,2002,56.88,160000000.0
11320106001,3,1986,59.67,197000000.0
11320106001,3,2002,50.34,155000000.0
11320106001,3,2016,38.01,183000000.0
11320106001,3,1992,51.84,127000000.0
11320106001,3,1993,50.61,120000000.0
11320106001,3,1992,57.24,140000000.0
11320106001,3,1997,43.89,108000000.0
11320106001,3,1996,49.74,152000000.0
11320106001,3,1991,45.74,118000000.0
11320107001,3,1986,50.58,170000000.0
11320107001,3,1991,44.13,130000000.0
11320107001,3,1992,43.01,100000000.0
11320107001,3,1994,43.77,119000000.0
11320107001,3,2001,59.26,178000000.0
11320107001,3,1994,25.32,79000000.0
11320107001,3,1991,34.44,85000000.0
11320107001,3,1991,42.92,135000000.0
11320107001,3,2010,71.98,230000000.0
11320107001,3,1993,41.31,135000000.0
11320108001,3,2015,25.56,170000000.0
11320108001,3,2008,69.49,208000000.0
11320108001,3,1997,59.86,159000000.0
11320108001,3,2016,54.51,244000000.0
11320108001,3,2016,46.83,246000000.0
11320108001,3,2016,55.18,260000000.0
11320108001,3,2009,40.69,135000000.0
11320108001,3,2002,79.43,225000000.0
11320108001,3,2009,38.31,120000000.0
11320108001,3,2001,53.88,160000000.0
11320108001,3,2000,59.55,170000000.0
11350102001,3,1991,39.45,120000000.0
11350102001,3,2004,55.01,290000000.0
11350102001,3,2004,53.82,280000000.0
11350102001,3,1988,41.77,143000000.0
11350102001,3,1993,37.44,93000000.0
11350103001,3,1981,89.03,270000000.0
11350103001,3,1996,59.31,182000000.0
11350103001,3,1993,40.46,160000000.0
11350103001,3,2015,47.62,238000000.0
11350103001,3,1995,58.65,172000000.0
11350103001,3,2013,52.09,268000000.0
11350104001,3,1994,84.9,515000000.0
11350105001,3,1997,53.74,130000000.0
11350105001,3,1991,33.11,121000000.0
11350105001,3,2009,47.1,155500000.0
11350105001,3,2011,28.83,111000000.0
11350105001,3,2012,54.69,200000000.0
11350105001,3,1997,33.36,97000000.0
11350105001,3,2001,56.2,155000000.0
11380101001,3,1991,33.42,180000000.0
11380101001,3,1991,26.19,135000000.0
11380101001,3,2003,56.38,250000000.0
11380101001,3,2002,42.52,230000000.0
11380101001,3,1985,83.31,350000000.0
11380101001,3,1994,56.34,153000000.0
11380101001,3,1983,60.12,202000000.0
11380101001,3,1992,40.8,106000000.0
11380102001,3,2006,53.11,190000000.0
11380102001,3,1995,70.45,220000000.0
11380102001,3,2016,38.53,259000000.0
11380102001,3,2002,56.52,205000000.0
11380102001,3,1995,66.96,245000000.0
11380102001,3,1992,49.23,160000000.0
11380102001,3,2000,82.8,245000000.0
11380102001,3,2003,69.86,237500000.0
11380102001,3,2015,36.22,212000000.0
11380102001,3,1995,58.19,175000000.0
11380102001,3,2010,38.03,123000000.0
11380102001,3,1989,54.36,221000000.0
11380102001,3,2002,42.45,165000000.0
11380103001,3,1997,43.35,135000000.0
11380103001,3,1991,48.6,127000000.0
11380103001,3,1992,41.44,116000000.0
11380103001,3,2000,65.1,203000000.0
11380103001,3,2012,26.0,163000000.0
11380103001,3,2015,39.62,161000000.0
11380103001,3,2014,36.07,189000000.0
11380103001,3,1991,31.05,110000000.0
11380103001,3,2016,55.75,337000000.0
11380103001,3,1991,38.3,100000000.0
11380103001,3,2016,26.58,145000000.0
11380103001,3,2014,59.95,245000000.0
11380103001,3,2001,107.18,230000000.0
11380103001,3,2001,59.28,188000000.0
11380103001,3,2002,64.68,165000000.0
11380103001,3,2013,38.17,210000000.0
11380104001,3,1997,73.02,230000000.0
11380104001,3,1993,61.75,155000000.0
11380104001,3,1994,39.16,109000000.0
11380104001,3,2011,59.5,225000000.0
11380104001,3,2011,54.34,235000000.0
11380104001,3,2011,39.78,180000000.0
11380104001,3,2003,43.22,160000000.0
11380104001,3,2001,47.1,143000000.0
11380104001,3,2012,29.94,163000000.0
11380104001,3,2014,28.76,179000000.0
11380104001,3,1995,61.9,203000000.0
11380104001,3,2012,33.54,220000000.0
11380104001,3,2014,39.58,243000000.0
11380104001,3,2016,51.84,300000000.0
11380104001,3,2002,74.99,250000000.0
11380104001,3,2003,39.04,120000000.0
11380104001,3,2009,60.6,190000000.0
11380104001,3,2012,37.19,194000000.0
11380104001,3,2010,56.55,190000000.0
11380105001,3,2002,54.2,185000000.0
11380105001,3,2014,52.63,215000000.0
11380105001,3,2016,57.52,277000000.0
11380105001,3,2016,53.87,280000000.0
11380105001,3,2016,49.93,245000000.0
11380105001,3,2002,80.0,253000000.0
11380105001,3,2015,47.88,235000000.0
11380105001,3,2001,72.94,217000000.0
11380105001,3,2001,64.42,203000000.0
11380105001,3,2016,23.02,133500000.0
11380105001,3,2016,18.91,110500000.0
11380105001,3,2016,26.68,153500000.0
11380105001,3,2016,17.49,102500000.0
11380105001,3,2009,41.54,163000000.0
11380105001,3,2015,14.19,90000000.0
11380105001,3,2007,71.31,228000000.0
11380105001,3,2014,55.01,203000000.0
11380105001,3,1994,44.92,127500000.0
11380106001,3,1993,39.45,145000000.0
11380106001,3,1994,48.66,170000000.0
11380106001,3,2001,68.34,212000000.0
11380106001,3,2002,81.76,220000000.0
11380106001,3,1991,40.75,160000000.0
11380106001,3,1991,42.48,160000000.0
11380106001,3,2001,69.85,224000000.0
11380106001,3,2011,29.92,185000000.0
11380106001,3,1995,56.1,170000000.0
11380106001,3,2000,50.07,196000000.0
11380106001,3,2001,78.39,294000000.0
11380107001,3,1993,63.36,225200000.0
11380107001,3,2003,67.43,250000000.0
11380107001,3,1991,23.27,65000000.0
11380107001,3,1995,37.52,137000000.0
11380107001,3,2003,75.8,303000000.0
11380107001,3,1997,76.38,250000000.0
11380107001,3,2007,46.16,167000000.0
11380107001,3,1995,40.56,114000000.0
11380107001,3,2002,62.0,180000000.0
11380107001,3,2015,52.39,280000000.0
11380107001,3,2002,76.12,260000000.0
11380107001,3,2002,72.54,302000000.0
11380108001,3,2014,32.03,177000000.0
11380108001,3,2003,45.18,130000000.0
11380108001,3,2009,82.42,242000000.0
11380108001,3,2001,81.87,245000000.0
11380108001,3,2010,40.67,167500000.0
11380108001,3,2002,78.53,257000000.0
11380108001,3,2003,76.31,235000000.0
11380108001,3,2012,52.3,212000000.0
11380108001,3,1995,35.64,121000000.0
11380108001,3,2016,59.69,240000000.0
11380108001,3,2000,63.21,200000000.0
11380108001,3,2015,36.12,200000000.0
11380108001,3,2002,55.96,180000000.0
11380108001,3,2012,53.58,252000000.0
11380108001,3,2009,77.59,225000000.0
11380108001,3,2012,34.24,174000000.0
11380108001,3,1994,55.98,137500000.0
11380108001,3,2001,76.94,226500000.0
11380108001,3,1993,37.53,135000000.0
11380108001,3,2002,76.38,240000000.0
11380108001,3,2013,51.56,233000000.0
11380109001,3,2011,43.13,215000000.0
